timestamp,instrument,side,price,quantity
2022-11-01 12:16:17,NIFTY22110318200PE,SELL,129.15,1
2022-11-01 12:16:17,NIFTY22110318150CE,BUY,82.3,1
2022-11-01 12:16:17,NIFTY22110318150PE,BUY,101.8,1
2022-11-01 12:16:18,NIFTY22110318150CE,SELL,82.4,1
2022-11-01 12:16:18,NIFTY22110318150PE,SELL,102.05,1
2022-11-01 12:16:18,NIFTY22110318200CE,BUY,60.0,1
2022-11-01 12:16:18,NIFTY22110318200PE,BUY,129.35,1
2022-11-01 12:16:52,BANKNIFTY22110341600CE,SELL,248.85,1
2022-11-01 12:16:52,BANKNIFTY22110341600PE,SELL,335.1,1
2022-11-01 12:16:52,BANKNIFTY22110341700PE,BUY,390.65,1
2022-11-01 12:16:52,BANKNIFTY22110341700CE,BUY,203.6,1
2022-11-01 12:16:53,BANKNIFTY22110341700PE,SELL,390.9,1
2022-11-01 12:16:53,BANKNIFTY22110341700CE,SELL,203.0,1
2022-11-01 12:16:53,BANKNIFTY22110341600CE,BUY,249.05,1
2022-11-01 12:16:53,BANKNIFTY22110341600PE,BUY,335.1,1
2022-11-01 12:17:10,BANKNIFTY22110341600CE,SELL,249.15,1
2022-11-01 12:17:10,BANKNIFTY22110341600PE,SELL,333.85,1
2022-11-01 12:17:10,BANKNIFTY22110341700PE,BUY,389.85,1
2022-11-01 12:17:10,BANKNIFTY22110341700CE,BUY,204.0,1
2022-11-01 12:17:12,BANKNIFTY22110341700PE,SELL,391.05,1
2022-11-01 12:17:12,BANKNIFTY22110341700CE,SELL,202.25,1
2022-11-01 12:17:12,BANKNIFTY22110341600CE,BUY,247.6,1
2022-11-01 12:17:12,BANKNIFTY22110341600PE,BUY,335.05,1
2022-11-01 12:17:13,BANKNIFTY22110341600CE,SELL,248.85,1
2022-11-01 12:17:13,BANKNIFTY22110341600PE,SELL,335.35,1
2022-11-01 12:17:13,BANKNIFTY22110341700PE,BUY,390.4,1
2022-11-01 12:17:13,BANKNIFTY22110341700CE,BUY,203.05,1
2022-11-01 12:17:15,BANKNIFTY22110341700PE,SELL,390.95,1
2022-11-01 12:17:15,BANKNIFTY22110341700CE,SELL,202.15,1
2022-11-01 12:17:15,BANKNIFTY22110341600CE,BUY,248.85,1
2022-11-01 12:17:15,BANKNIFTY22110341600PE,BUY,335.8,1
2022-11-01 12:17:30,BANKNIFTY22110341600CE,SELL,251.7,1
2022-11-01 12:17:30,BANKNIFTY22110341600PE,SELL,330.0,1
2022-11-01 12:17:30,BANKNIFTY22110341700PE,BUY,385.85,1
2022-11-01 12:17:30,BANKNIFTY22110341700CE,BUY,205.55,1
2022-11-01 12:17:53,BANKNIFTY22110341700PE,SELL,390.0,1
2022-11-01 12:17:53,BANKNIFTY22110341700CE,SELL,202.25,1
2022-11-01 12:17:53,BANKNIFTY22110341600CE,BUY,247.65,1
2022-11-01 12:17:53,BANKNIFTY22110341600PE,BUY,334.6,1
2022-11-01 12:17:56,BANKNIFTY22110341600CE,SELL,247.0,1
2022-11-01 12:17:56,BANKNIFTY22110341600PE,SELL,334.2,1
2022-11-01 12:17:56,BANKNIFTY22110341700PE,BUY,389.95,1
2022-11-01 12:17:56,BANKNIFTY22110341700CE,BUY,201.95,1
2022-11-01 12:17:58,BANKNIFTY22110341700PE,SELL,389.8,1
2022-11-01 12:17:58,BANKNIFTY22110341700CE,SELL,202.85,1
2022-11-01 12:17:58,BANKNIFTY22110341600CE,BUY,247.8,1
2022-11-01 12:17:58,BANKNIFTY22110341600PE,BUY,333.25,1
2022-11-01 12:17:59,BANKNIFTY22110341600CE,SELL,248.8,1
2022-11-01 12:17:59,BANKNIFTY22110341600PE,SELL,334.25,1
2022-11-01 12:17:59,BANKNIFTY22110341700PE,BUY,388.75,1
2022-11-01 12:17:59,BANKNIFTY22110341700CE,BUY,203.0,1
2022-11-01 12:18:03,BANKNIFTY22110341700PE,SELL,389.95,1
2022-11-01 12:18:03,BANKNIFTY22110341700CE,SELL,202.1,1
2022-11-01 12:18:03,BANKNIFTY22110341600CE,BUY,246.8,1
2022-11-01 12:18:03,BANKNIFTY22110341600PE,BUY,336.0,1
2022-11-01 12:19:58,BANKNIFTY22110341600CE,SELL,248.7,1
2022-11-01 12:19:58,BANKNIFTY22110341600PE,SELL,334.05,1
2022-11-01 12:19:58,BANKNIFTY22110341700PE,BUY,389.8,1
2022-11-01 12:19:58,BANKNIFTY22110341700CE,BUY,202.6,1
2022-11-01 12:20:02,BANKNIFTY22110341700PE,SELL,389.6,1
2022-11-01 12:20:02,BANKNIFTY22110341700CE,SELL,202.3,1
2022-11-01 12:20:02,BANKNIFTY22110341600CE,BUY,247.5,1
2022-11-01 12:20:02,BANKNIFTY22110341600PE,BUY,335.1,1
2022-11-01 12:20:08,BANKNIFTY22110341600CE,SELL,248.0,1
2022-11-01 12:20:08,BANKNIFTY22110341600PE,SELL,334.65,1
2022-11-01 12:20:08,BANKNIFTY22110341700PE,BUY,388.7,1
2022-11-01 12:20:08,BANKNIFTY22110341700CE,BUY,201.85,1
2022-11-01 12:20:12,BANKNIFTY22110341700PE,SELL,385.6,1
2022-11-01 12:20:12,BANKNIFTY22110341700CE,SELL,203.9,1
2022-11-01 12:20:12,BANKNIFTY22110341600CE,BUY,250.0,1
2022-11-01 12:20:12,BANKNIFTY22110341600PE,BUY,331.65,1
2022-11-01 12:20:13,BANKNIFTY22110341600CE,SELL,249.6,1
2022-11-01 12:20:13,BANKNIFTY22110341600PE,SELL,330.95,1
2022-11-01 12:20:13,BANKNIFTY22110341700PE,BUY,385.5,1
2022-11-01 12:20:13,BANKNIFTY22110341700CE,BUY,203.85,1
2022-11-01 12:20:15,BANKNIFTY22110341700PE,SELL,385.0,1
2022-11-01 12:20:15,BANKNIFTY22110341700CE,SELL,204.75,1
2022-11-01 12:20:15,BANKNIFTY22110341600CE,BUY,250.15,1
2022-11-01 12:20:15,BANKNIFTY22110341600PE,BUY,330.25,1
